lat,lng,periodo,fecha,dia,horario,horario_hasta,evento,lugar,direccion,descripcion,organiza,barrio,comuna,codigo_postal,codigo_postal_arg
-34.586496000000004,-58.391578,201707,11/07/2017,MARTES,19 h,,VISUALES: Imágenes Expandidas,"Salas 3, 4 y 5. Centro Cultural Recoleta", Junín 1930,"Inauguración. Espacio y Tiempo. Visualidades y Figuras. En la fotografía de Esteban Pastorino, los límites del arte se expanden en base a principios técnicos y ópticos, que recrean la ilusión del espacio tridimensional. Curador: Julio Fuks",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,12/07/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Cactus de Rosa, Lumens, Oesterheld",Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas qu representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,12/07/2017,MIERCOLES,20 h,,CINE 360. Les Habitants,Cine. Centro Cultural Recoleta, Junín 1930,"En el marco de la muestra de Raymon Depardon, se presenta un ciclo de películas realzadas por el artista, todos los miércoles de Junio y Julio ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,13/07/2017,JUEVES,1830 h,,LITERATURA: Bondis ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Literatura, se presentan, el segundo jueves de cada mes, distintos encuentros que fusionan la litratura, el teatro, el spoken word, la música,el dibujo, el free style y otras corrientes culturales.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,13/07/2017,JUEVES,21 h,,DANZA: Casa Kynodontas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Danza, se presenta esta obra que despliega un lugar hermético, con sus propias reglas, custodiado por un boxeador detrás de la puerta. Directores e interpretes: Corres, Lis Varela, Palavecino, Bidal y Bertolucci.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,14/07/2017,VIERNES,21 h,,DANZA: Casa Kynodontas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Danza, se presenta esta obra que despliega un lugar hermético, con sus propias reglas, custodiado por un boxeador detrás de la puerta. Directores e interpretes: Corres, Lis Varela, Palavecino, Bidal y Bertolucci.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,14/07/2017,VIERNES,21 h,,CINE: Casa Coraggio,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Baltazar Tokman. Se trata del viaje de Sofía, La Plata a Los Toldos, su tierra natal. En medio de una atmosfera de vida y muerte, Sofía se debate entre seguir la tradición o elegir un nuev camino.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,14/07/2017,VIERNES,19 h,,VISUALES: Drap Art,Sala 6.  Centro Cultural Recoleta, Junín 1930,Inauguracion. Artistas nacionales e internacionales encuentran en los residuos urbanos la materia prima para desarrollar su arte. Hasta el 20 de Julio,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,15/07/2017,SABADO,15 h,,Vacaciones de Invierno: HAZLO TU MISMO,"Sala de Dibujo, Escritura, Juego, Terraza, Cine. Patios. Centro Cultural Recoleta", Junín 1930,"Talleres abiertos y gratuitos que cruzan aprendizaje, exposición y música. Fiesta colectiva de saberes.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,15/07/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,15/07/2017,SABADO,17 h,,TEATRO: Satori (nada es real),Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Julieta Vallina inspirada en el texto de Maro Levrero. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,15/07/2017,SABADO,20 h,,CINE: Implantación,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Fermín Acosta, Sol Bolloqui, y Lucía Salas.  La misma gira en torno a la inauguración de los barrios Lugano I y II por el Gobierno Militar de Lanusse.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,15/07/2017,SABADO,21 h,,TEATRO: La Niña Helada,Capilla. Centro Cultural Recoleta, Junín 1930,"ópera experimental de Patricia Martinez y Mariano Saba. Peza teatral que se pregunta por la supervivencia más allá de lo tangible: la memoria de un cuerpo, su huella invisible, su vibración.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,16/07/2017,DOMINGO,15 h,,Vacaciones de Invierno: HAZLO TU MISMO,"Sala de Dibujo, Escritura, Juego, Terraza, Cine. Patios. Centro Cultural Recoleta", Junín 1930,"Talleres abiertos y gratuitos que cruzan aprendizaje, exposición y música. Fiesta colectiva de saberes.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,16/07/2017,DOMINGO,17 h,,TEATRO: La Niña Helada,Capilla. Centro Cultural Recoleta, Junín 1930,"ópera experimental de Patricia Martinez y Mariano Saba. Peza teatral que se pregunta por la supervivencia más allá de lo tangible: la memoria de un cuerpo, su huella invisible, su vibración.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,16/07/2017,Domngo,19 h,,CINE: Shalom Bombón ,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Sofía Ungar , que trata sobre una jóven fotógrafa argentina que es invitada a pasar 10 días en Israel con un grupo de treinta jóvenes durante el conflicto de Gaza.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,16/07/2017,DOMINGO,21 h,,TEATRO: Satori (nada es real),Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Julieta Vallina inspirada en el texto de Maro Levrero. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,18/07/2017,MARTES,19 h,,CINE: Proyectos en Colaboración: Rumbo Sur ,Cine. Centro Cultural Recoleta, Junín 1930,La Asoc. Rumbo Sur presenta el Ciclo de cortos CineCorto.org todos los martes de Julio. En este caso se presenta Selección EPA CINE + Da Vinci + Universidad del Cine,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,19/07/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Marina Fages y Chicas de Humo, Las Trampas, La venganza de Cheetara.",Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas qu representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,20/07/2017,JUEVES,21 h,,DANZA: Casa Kynodontas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Danza, se presenta esta obra que despliega un lugar hermético, con sus propias reglas, custodiado por un boxeador detrás de la puerta. Directores e interpretes: Corres, Lis Varela, Palavecino, Bidal y Bertolucci.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,21/07/2017,VIERNES,21 h,,DANZA: Casa Kynodontas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Danza, se presenta esta obra que despliega un lugar hermético, con sus propias reglas, custodiado por un boxeador detrás de la puerta. Directores e interpretes: Corres, Lis Varela, Palavecino, Bidal y Bertolucci.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,21/07/2017,VIERNES,21 h,,CINE: Casa Coraggio,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Baltazar Tokman. Se trata del viaje de Sofía, La Plata a Los Toldos, su tierra natal. En medio de una atmosfera de vida y muerte, Sofía se debate entre seguir la tradición o elegir un nuev camino.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,22/07/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,22/07/2017,SABADO,17 h,,TEATRO: Satori (nada es real),Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Julieta Vallina inspirada en el texto de Maro Levrero. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,22/07/2017,SABADO,20 h,,CINE: Implantación,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Radar se presenta esta película de Fermín Acosta, Sol Bolloqui, y Lucía Salas.  La misma gira en torno a la inauguración de los barrios Lugano I y II por el Gobierno Militar de Lanusse.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,22/07/2017,SABADO,21 h,,TEATRO: La Niña Helada,Capilla. Centro Cultural Recoleta, Junín 1930,"ópera experimental de Patricia Martinez y Mariano Saba. Peza teatral que se pregunta por la supervivencia más allá de lo tangible: la memoria de un cuerpo, su huella invisible, su vibración.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,23/07/2017,DOMINGO,17 h,,TEATRO: La Niña Helada,Capilla. Centro Cultural Recoleta, Junín 1930,"ópera experimental de Patricia Martinez y Mariano Saba. Peza teatral que se pregunta por la supervivencia más allá de lo tangible: la memoria de un cuerpo, su huella invisible, su vibración.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,23/07/2017,Domngo,19 h,,CINE: Shalom Bombón ,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Sofía Ungar , que trata sobre una jóven fotógrafa argentina que es invitada a pasar 10 días en Israel con un grupo de treinta jóvenes durante el conflicto de Gaza.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,23/07/2017,DOMINGO,17 h,,TEATRO: Satori (nada es real),Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Julieta Vallina inspirada en el texto de Maro Levrero. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,25/07/2017,MARTES,15 30 h,,CINE: Proyectos en Colaboración: Rumbo Sur ,Cine. Centro Cultural Recoleta, Junín 1930,"La Asoc. Rumbo Sur presenta el Ciclo de cortos CineCorto.org todos los martes de Julio. En este caso se presenta: Cortos animados: Juan Pablo Zaramella, Can Can Club",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,27/07/2017,JUEVES,19 h ,,MUSICA: Pachamama Cósmica,Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo en el que la música de raíz y sus fusiones se encuentran con distintas expresiones artísticas (ritmo, dibujo, danza, arte contemporáneo), en julio se presentan: Bruno Arias + invitados",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,27/07/2017,JUEVES,21 h,,DANZA: Casa Kynodontas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Danza, se presenta esta obra que despliega un lugar hermético, con sus propias reglas, custodiado por un boxeador detrás de la puerta. Directores e interpretes: Corres, Lis Varela, Palavecino, Bidal y Bertolucci.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,28/07/2017,VIERNES,21 h,,DANZA: Casa Kynodontas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Danza, se presenta esta obra que despliega un lugar hermético, con sus propias reglas, custodiado por un boxeador detrás de la puerta. Directores e interpretes: Corres, Lis Varela, Palavecino, Bidal y Bertolucci.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,28/07/2017,VIERNES,21 h,,CINE: Casa Coraggio,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Baltazar Tokman. Se trata del viaje de Sofía, La Plata a Los Toldos, su tierra natal. En medio de una atmosfera de vida y muerte, Sofía se debate entre seguir la tradición o elegir un nuev camino.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,29/07/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,29/07/2017,SABADO,17 h,,TEATRO: Satori (nada es real),Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Julieta Vallina inspirada en el texto de Maro Levrero. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,29/07/2017,SABADO,20 h,,CINE: Implantación,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Radar se presenta esta película de Fermín Acosta, Sol Bolloqui, y Lucía Salas.  La misma gira en torno a la inauguración de los barrios Lugano I y II por el Gobierno Militar de Lanusse.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,29/07/2017,SABADO,21 h,,TEATRO: La Niña Helada,Capilla. Centro Cultural Recoleta, Junín 1930,"ópera experimental de Patricia Martinez y Mariano Saba. Peza teatral que se pregunta por la supervivencia más allá de lo tangible: la memoria de un cuerpo, su huella invisible, su vibración.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,30/07/2017,DOMINGO,17 h,,TEATRO: La Niña Helada,Capilla. Centro Cultural Recoleta, Junín 1930,"ópera experimental de Patricia Martinez y Mariano Saba. Peza teatral que se pregunta por la supervivencia más allá de lo tangible: la memoria de un cuerpo, su huella invisible, su vibración.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,30/07/2017,Domngo,19 h,,CINE: Shalom Bombón ,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Sofía Ungar , que trata sobre una jóven fotógrafa argentina que es invitada a pasar 10 días en Israel con un grupo de treinta jóvenes durante el conflicto de Gaza.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201707,30/07/2017,DOMINGO,17 h,,TEATRO: Satori (nada es real),Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Julieta Vallina inspirada en el texto de Maro Levrero. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,02/08/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Pablo Grinjot, La parsifónica",Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas qu representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,03/08/2017,JUEVES,21 h,,DANZA: Casa Kynodontas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Danza, se presenta esta obra que despliega un lugar hermético, con sus propias reglas, custodiado por un boxeador detrás de la puerta. Directores e interpretes: Corres, Lis Varela, Palavecino, Bidal y Bertolucci.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,04/08/2017,VIERNES,21 h,,DANZA: Casa Kynodontas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Danza, se presenta esta obra que despliega un lugar hermético, con sus propias reglas, custodiado por un boxeador detrás de la puerta. Directores e interpretes: Corres, Lis Varela, Palavecino, Bidal y Bertolucci.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,04/08/2017,VIERNES,1830 h,,LITERATURA: Este es nuestro fuego,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Literatura, se presentan, una vez al mes, distintos encuentros que fusionan la litratura, el teatro, el spoken word, la música,el dibujo, el free style y otras corrientes culturales.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,04/08/2017,VIERNES,21 h,,CINE: Los Globos,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Mariano Gonzalez,  que cuenta la historia Cesar, un trabajador de una pequeña fábrica de globos, que luego de salir de rehabilitación, debe hacerse cargo de su pequeño hijo Alfonso, a quien planea dar en adopción.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,05/08/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,05/08/2017,SABADO,17 h,,TEATRO: Satori (nada es real),Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Julieta Vallina inspirada en el texto de Maro Levrero. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,05/08/2017,SABADO,20 h,,CINE: Chacabuco,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de Florencia Tolchinsky y Lucía Rongo.  La misma gira en torno al reencuentro y la relación padre hija.,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,05/08/2017,SABADO,21 h,,TEATRO: La Niña Helada,Capilla. Centro Cultural Recoleta, Junín 1930,"ópera experimental de Patricia Martinez y Mariano Saba. Peza teatral que se pregunta por la supervivencia más allá de lo tangible: la memoria de un cuerpo, su huella invisible, su vibración.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,06/08/2017,DOMINGO,17 h,,TEATRO: La Niña Helada,Capilla. Centro Cultural Recoleta, Junín 1930,"ópera experimental de Patricia Martinez y Mariano Saba. Peza teatral que se pregunta por la supervivencia más allá de lo tangible: la memoria de un cuerpo, su huella invisible, su vibración.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,06/08/2017,DOMINGO,19 h,,CINE: Vuelo Nocturno,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Nicolás Herzog, que trata sobre la relación entre amorosa entre el actor y cineasta Antoine de Saint-Exupery y ""las princesitas argentinas"" Edda y Suzzane Fuchs, inspiradoras de su obra cumbre El Principito.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,06/08/2017,DOMINGO,21 h,,TEATRO: Satori (nada es real),Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Julieta Vallina inspirada en el texto de Maro Levrero. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,09/08/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Ó, Clara Cantore, Nativos Mutantes",Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas qu representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,10/08/2017,JUEVES,21 h,,DANZA: Casa Kynodontas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Danza, se presenta esta obra que despliega un lugar hermético, con sus propias reglas, custodiado por un boxeador detrás de la puerta. Directores e interpretes: Corres, Lis Varela, Palavecino, Bidal y Bertolucci.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,11/08/2017,VIERNES,21 h,,CINE: Los Globos,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Mariano Gonzalez,  que cuenta la historia Cesar, un trabajador de una pequeña fábrica de globos, que luego de salir de rehabilitación, debe hacerse cargo de su pequeño hijo Alfonso, a quien planea dar en adopción.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,12/08/2017,SABADO,20 h,,CINE: Chacabuco,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de Florencia Tolchinsky y Lucía Rongo.  La misma gira en torno al reencuentro y la relación padre hija.,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,13/08/2017,DOMINGO,19 h,,CINE: Vuelo Nocturno,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Nicolás Herzog, que trata sobre la relación entre amorosa entre el actor y cineasta Antoine de Saint-Exupery y ""las princesitas argentinas"" Edda y Suzzane Fuchs, inspiradoras de su obra cumbre El Principito.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,13/08/2017,DOMINGO,21 h,,PERFORMANCE: Mis días sin Victoria,Capilla.Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad un banquete performático del diario personal de la Directora, Belén Arena. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,16/08/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Los Andes, Mermelada de Morcilla, Manu Hattom y La Jóven pandilla del Oeste",Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas qu representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,18/08/2017,VIERNES,21 h,,CINE: Los Globos,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Mariano Gonzalez,  que cuenta la historia Cesar, un trabajador de una pequeña fábrica de globos, que luego de salir de rehabilitación, debe hacerse cargo de su pequeño hijo Alfonso, a quien planea dar en adopción.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,19/08/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,19/08/2017,SABADO,20 h,,CINE: Chacabuco,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de Florencia Tolchinsky y Lucía Rongo.  La misma gira en torno al reencuentro y la relación padre hija.,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,20/08/2017,DOMINGO,19 h,,CINE: Vuelo Nocturno,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Nicolás Herzog, que trata sobre la relación entre amorosa entre el actor y cineasta Antoine de Saint-Exupery y ""las princesitas argentinas"" Edda y Suzzane Fuchs, inspiradoras de su obra cumbre El Principito.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,23/08/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Agathe Ciprés, Natala Ponso, Lupe Sendra",Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas qu representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.58665,-58.39156,201708,24/08/2017,JUEVES,21 h,,DANZA: Los Huesos ,Capilla. Centro Cultural Recoleta, Junín 1931,"La propuesta artística de la gran bailarina y coreógrafa Leticia Mazur, que trata sobre el cuerpo, la identidad, la presencia, las formas de vincularnos y la libertad.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.58665,-58.39156,201708,24/08/2017,JUEVES,21 h,,DANZA: Los Huesos ,Capilla. Centro Cultural Recoleta, Junín 1931,"La propuesta artística de la gran bailarina y coreógrafa Leticia Mazur, que trata sobre el cuerpo, la identidad, la presencia, las formas de vincularnos y la libertad.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,25/08/2017,VIERNES,21 h,,CINE: Los Globos,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Mariano Gonzalez,  que cuenta la historia Cesar, un trabajador de una pequeña fábrica de globos, que luego de salir de rehabilitación, debe hacerse cargo de su pequeño hijo Alfonso, a quien planea dar en adopción.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,19/08/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,19/08/2017,SABADO,20 h,,CINE: Chacabuco,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de Florencia Tolchinsky y Lucía Rongo.  La misma gira en torno al reencuentro y la relación padre hija.,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,26/08/2017,SABADO,17 h,,TEATRO: Dios,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Lisandro Rodriguez, situada en una capilla devenida en Teatro, habla sobre la reconstruciión del presente, la precariedad de una escena que agoniza, y el hecho mismo de la actuación. Cuando esta no basta ni nos pertenece, recurrimos a Dios.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,26/08/2017,SABADO,21 h,,PERFORMANCE: Mis días sin Victoria,Capilla.Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad un banquete performático del diario personal de la Directora, Belén Arena. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,27/08/2017,DOMINGO,19 h,,CINE: Vuelo Nocturno,Cine. Centro Cultural Recoleta, Junín 1930,"Dentro del Ciclo de Cine Recoleta se presenta esta película de Nicolás Herzog, que trata sobre la relación entre amorosa entre el actor y cineasta Antoine de Saint-Exupery y ""las princesitas argentinas"" Edda y Suzzane Fuchs, inspiradoras de su obra cumbre El Principito.",DGCCR,Recoleta,Comuna 2,1113.0,
